,Sentences,Epoch: 1 (ckpt: 831),Epoch: 2 (ckpt: 1662),Epoch: 3 (ckpt: 2493),Epoch: 4 (ckpt: 3324),Epoch: 5 (ckpt: 4155),Epoch: 6 (ckpt: 4986),Epoch: 7 (ckpt: 5817),Epoch: 8 (ckpt: 6648),Epoch: 9 (ckpt: 7479)
4843,В данном случае приятным выступает меритократия.,3517.65966796875,2762.072509765625,1700.0179443359375,1658.7518310546875,1111.853759765625,2020.80908203125,1253.3914794921875,1539.821533203125,1660.2039794921875
4844,"и волосы у ней – как волосы у женщин, а зубы у ней были, как у львов.",941.81494140625,525.467041015625,431.6798095703125,356.07489013671875,288.6496276855469,255.5079345703125,168.39401245117188,191.13604736328125,168.30162048339844
4845,Этого больше не повторится.,1455.1434326171875,327.1402893066406,379.0950927734375,259.4061279296875,164.75440979003906,168.0389862060547,98.24775695800781,88.16494750976562,96.9239730834961
4846,Или ты забыл?,2599.322509765625,2722.164306640625,2702.402587890625,2441.34033203125,2256.08642578125,4932.169921875,2517.9482421875,4056.20263671875,4159.60205078125
4847,"Теперь же, когда пришел к нам от вас Тимофей и принес нам добрую весть о вере илюбви вашей, и что вы всегда имеете добрую память о нас, желая нас видеть, как и мы вас,",667.8643188476562,456.1407165527344,423.294677734375,350.9821472167969,306.490234375,245.92236328125,313.7410888671875,289.21380615234375,269.44415283203125
4848,"Если же придет к вам Тимофей, смотрите, чтобы он был у вас безопасен; ибо он делает дело Господне, как и я.",411.87445068359375,246.9562225341797,196.0516357421875,195.932373046875,190.8760223388672,142.85826110839844,147.01300048828125,143.1332550048828,128.28468322753906
4849,Это очень смешно.,285.75537109375,160.0569305419922,127.64983367919922,180.2447052001953,190.97781372070312,218.75477600097656,210.7196807861328,223.32508850097656,206.3243865966797
4850,Здесь около 1600 человек.,3955.188720703125,2161.262451171875,3856.1494140625,4175.06591796875,2618.08837890625,2618.557861328125,2082.645263671875,3100.669677734375,2318.13330078125
4851,"Он сказал им в ответ: хорошо пророчествовал о вас, лицемерах, Исаия, как написано: люди сии чтут Меня устами, сердце же их далеко отстоитот Меня,",1445.927734375,734.0628662109375,714.8488159179688,674.7584228515625,550.4852294921875,619.9908447265625,447.1270751953125,489.1268005371094,345.0135192871094
4852,Год – 1960-й.,1912.734619140625,1648.767822265625,1615.7186279296875,1645.7335205078125,1093.63623046875,856.2521362304688,1132.2271728515625,1890.650634765625,1635.8778076171875
4853,"опубликовано 10 Июнь, 2015 по Holmbygden.se",7237.6484375,2428.839599609375,1435.87451171875,243.4908905029297,216.6793212890625,106.67374420166016,149.67562866210938,156.7239227294922,108.93008422851562
4854,"Посему и мы непрестанно благодарим Бога, что, приняв от нас слышанное слово Божие, вы приняли не какслово человеческое, но как слово Божие, – каково оно есть по истине, –которое и действует в вас, верующих.",911.3236083984375,863.824951171875,555.7127685546875,478.64306640625,407.0066833496094,506.1153869628906,393.8955383300781,391.46435546875,391.9105224609375
4855,Эта страница будет определять язык браузера в 12 языки и отображение в этом соответствующем языке.,5652.41015625,1638.51171875,1187.8302001953125,1335.50830078125,940.939208984375,713.9168090820312,491.6395568847656,277.0222473144531,264.0919494628906
4856,- Она не придёт.,1054.51220703125,453.45849609375,327.25823974609375,471.5667724609375,724.5189208984375,749.7962646484375,690.3206176757812,677.403564453125,752.1522216796875
4857,Бесплатна библиотека,47309.5859375,64502.91796875,20564.5703125,12579.060546875,12354.78515625,10479.15234375,25468.771484375,20691.8515625,19952.630859375
4858,"Вспомним, что наши клетки поддерживают нам жизнь самым прямым образом.",2163.162353515625,1850.1829833984375,794.3272705078125,770.669921875,534.7987060546875,790.9105834960938,814.0630493164062,773.9924926757812,874.2825927734375
4859,Это не я так говорю.,326.0708312988281,178.69932556152344,183.08412170410156,124.91814422607422,165.49234008789062,116.56122589111328,146.02529907226562,152.3674774169922,137.2970428466797
4860,"ибо, где будет труп, там соберутся орлы.",993.6806030273438,949.7767333984375,643.96826171875,576.6563110351562,464.4974060058594,317.86895751953125,368.4375915527344,404.0541076660156,344.53497314453125
4861,"А мой дух парил свободно, будто большой кит, плавно двигающийся в волнах безмолвной эйфории.",5038.81982421875,2045.6556396484375,1677.3526611328125,1259.393798828125,1069.5142822265625,1011.3011474609375,973.27734375,744.41943359375,879.8121337890625
4862,"Иаков перешел в Египет, и скончался сам и отцы наши;",1604.010498046875,769.9808349609375,569.404541015625,846.7927856445312,576.4423828125,653.9561767578125,560.7269897460938,507.7443542480469,568.3772583007812
4863,"Которого небо должно было принять до времен совершения всего, что говорил Бог устами всех святых Своих пророков от века.",2861.14501953125,1524.549072265625,1133.801513671875,938.0890502929688,697.6480102539062,860.7818603515625,593.9635620117188,684.5801391601562,643.7653198242188
4864,"Наконец, нам нужны продвинутые разработки в области вакцинации и диагностики.",1850.62060546875,1493.9676513671875,517.8893432617188,523.27197265625,405.3143615722656,350.26507568359375,328.8870544433594,248.56980895996094,251.32327270507812
4865,Назначение Стивена М. Шор в качестве посла Аутистана в США (штат Нью-Йорк),1498.10302734375,1212.8099365234375,881.4766845703125,518.1536254882812,528.93896484375,576.4583129882812,421.1719665527344,402.23480224609375,397.8799133300781
4866,Я провожу тебя домой.,586.7136840820312,291.52508544921875,288.0105895996094,152.93414306640625,171.84249877929688,124.6814193725586,138.42193603515625,103.27328491210938,156.07443237304688
4867,"М: Не знаю, о чем ты вообще говоришь.",203.055908203125,118.04238891601562,45.569175720214844,34.951805114746094,30.37645721435547,31.787511825561523,25.477678298950195,26.640092849731445,32.34162521362305
4868,"то есть что Христос имел пострадать и, восстав первый из мертвых, возвестить свет народу(Иудейскому) и язычникам.",3996.95556640625,2518.73583984375,3248.773681640625,2888.657958984375,2577.046142578125,2709.447509765625,2218.81201171875,2145.209228515625,2142.33056640625
4869,"Теперь сказываю вам, прежде нежели то сбылось, дабы, когда сбудется, вы поверили, что это Я.",708.1510009765625,415.8154296875,336.02685546875,259.8768310546875,321.41351318359375,232.04412841796875,242.9696807861328,250.50025939941406,218.86642456054688
4870,Вызывай скорую.,6584.0361328125,2368.37060546875,1045.2164306640625,2102.634033203125,1996.093017578125,1354.6676025390625,2785.630615234375,1267.2557373046875,1493.6435546875
4871,10 Фрее Тхингс то до ин Париз,17390.935546875,6852.73583984375,3643.56201171875,7286.3349609375,6256.390625,4530.029296875,3431.631103515625,1738.0264892578125,1753.270751953125
4872,"И одно собрание, как правило, ведет к следующему,",497.6341247558594,428.66558837890625,301.63165283203125,221.526611328125,220.31747436523438,193.4925994873047,221.87442016601562,278.5550537109375,305.13177490234375
4873,Время не ждет.,2213.24853515625,1526.3638916015625,6384.546875,4540.94677734375,6890.98193359375,3698.427490234375,5267.23876953125,5207.21923828125,5840.64208984375
4874,"и, узнав о благодати, данной мне, Иаков и Кифа и Иоанн, почитаемые столпами, подали мне и Варнаве руку общения, чтобы нам идти к язычникам, а им к обрезанным,",1534.46337890625,1031.852783203125,1020.2081909179688,881.7470092773438,763.4429321289062,748.509521484375,769.5675659179688,777.8751831054688,663.739013671875
4875,"Если исполнители там, он работают на Рорка.",1826.6895751953125,1750.114990234375,1049.554443359375,1691.569580078125,1831.240234375,2084.977294921875,2795.853271484375,2896.5517578125,3705.668701171875
4876,Это мое дело.,725.0819091796875,244.04080200195312,125.1585464477539,133.71957397460938,237.23097229003906,124.37667846679688,205.1304473876953,129.29847717285156,153.70220947265625
4877,"И сказал им: истинно говорю вам: есть некоторые из стоящих здесь, которые не вкусят смерти, как уже увидят Царствие Божие, пришедшее в силе.",1162.2061767578125,734.5579833984375,469.0894775390625,378.7283020019531,306.29620361328125,316.2765808105469,207.41885375976562,176.4757537841797,165.18209838867188
4878,Я не смог бы найти лучше.,315.5214538574219,146.33311462402344,147.1857452392578,170.57383728027344,154.65109252929688,201.9908447265625,197.98934936523438,161.35311889648438,216.5842742919922
4879,вы получите готовое решение…это так просто!,3459.459228515625,2192.934814453125,1377.497314453125,1216.77490234375,1019.0262451171875,1327.999755859375,984.8599243164062,827.7892456054688,771.030517578125
4880,"Не против, если я присяду?",564.1749267578125,591.5654907226562,344.8914794921875,190.3478546142578,150.4901123046875,94.03762817382812,97.00205993652344,97.41883087158203,76.74545288085938
4881,"одинаково счастливы в своих жизнях. Не расстраивайтесь, что провалили первый тест, поскольку каждый, каждый постоянно запарывает ВСЕ возможные внезапные тесты.",1609.53466796875,1244.385009765625,737.9479370117188,763.3850708007812,526.2160034179688,545.3453979492188,444.7588806152344,459.26318359375,433.43035888671875
4882,"Они прекрасны, правда?",908.8148803710938,929.9800415039062,349.3841857910156,388.400146484375,200.7168426513672,364.356689453125,371.61651611328125,250.3440704345703,236.00958251953125
4883,"видя же исцеленного человека, стоящего с ними, ничего не могли сказать вопреки.",932.5093994140625,575.2076416015625,389.6071472167969,421.66668701171875,346.14642333984375,365.50640869140625,249.2235107421875,315.6249694824219,306.3375549316406
4884,"К сожалению, моё поколение не сможет изменить показатели руководящих должностей.",7253.49951171875,2302.198974609375,1817.873291015625,2051.9501953125,1571.4500732421875,1274.4591064453125,1105.6285400390625,745.2344970703125,843.0965576171875
4885,"Пожалуйста, дай им успокоиться!",1635.184326171875,413.94061279296875,264.5713806152344,249.37911987304688,146.95889282226562,231.5009307861328,227.2967987060547,236.01431274414062,234.55661010742188
4886,И не позволю.,370.56878662109375,509.7051086425781,683.10693359375,573.3633422851562,432.19061279296875,587.762939453125,847.4180908203125,570.2288818359375,719.9691772460938
4887,"Идём, Джек.",792.4514770507812,526.1710815429688,868.91455078125,992.9057006835938,644.3543701171875,773.1795043945312,786.2317504882812,756.30029296875,842.0547485351562
4888,"В мое внимание попала команда из Гарвардского университета, которая взяла одну из таких передовых медицинскую технологию и в наконец применила ее, вместо исследования могза, с целью диагностики отклонений в работе головного мозга у детей.",2433.758544921875,1266.1956787109375,993.3423461914062,1001.4430541992188,856.47509765625,782.74951171875,729.9563598632812,699.423095703125,678.3836059570312
4889,"Добро пожаловать в Morehacks.net! Сегодня мы представляем вам новый Подземелье Босс Коды инструмента, программное обеспечение, созданное для взлома игры Dungeon Boss. Известный xHacKeRs команда, тот самый, который взломал GTA 5, ФИФА 15, Sims 4, ICloud и многое другое, создал чит инструмент для Dungeon Boss, которая даст вам неограниченную власть в этой игре!",1511.7669677734375,928.51025390625,615.5741577148438,472.2762756347656,323.7438049316406,284.5380554199219,296.13555908203125,225.5469970703125,219.85174560546875
4890,Не совсем так.,572.1040649414062,359.4716796875,261.1953430175781,434.3932800292969,185.42430114746094,273.2814636230469,252.517333984375,227.306884765625,292.6973571777344
4891,Так о чём ты говоришь?,303.23974609375,186.08303833007812,91.35503387451172,82.6209487915039,71.58257293701172,68.37293243408203,63.05366897583008,63.37891387939453,65.56878662109375
4892,Иисус же сказал им в ответ: пришел час прославиться Сыну Человеческому.,3351.101806640625,2004.630859375,1792.921875,1456.6888427734375,1256.0054931640625,1861.7142333984375,1358.2236328125,1025.542724609375,924.0157470703125
4893,"- Не важно, что я думаю.",112.81173706054688,115.7616195678711,97.7962875366211,86.93177795410156,71.18768310546875,73.32970428466797,78.74977111816406,81.32420349121094,77.50952911376953
4894,"кто хочет творить волю Его, тот узнает о сем учении, от Бога ли оно, или Я Сам от Себя говорю.",772.4071655273438,649.449951171875,410.4773254394531,358.5731201171875,291.07073974609375,281.113525390625,238.577392578125,288.944580078125,195.12188720703125
4895,"Ибо иной уверен, что можно есть все, а немощный ест овощи.",1124.7447509765625,667.0571899414062,756.4027099609375,913.7960815429688,798.5662231445312,920.6034545898438,1049.5189208984375,863.3444213867188,702.0228881835938
4896,Не суди меня.,1633.9833984375,830.0834350585938,261.2998352050781,139.49867248535156,131.9791259765625,165.17556762695312,207.21095275878906,119.88104248046875,116.80364227294922
4897,"Не там, на 0.5.7 версия.",252.5102081298828,267.2039489746094,327.1917724609375,233.23341369628906,142.981689453125,130.67901611328125,207.16680908203125,180.58624267578125,216.59202575683594
4898,"На одежде и на бедре Его написано имя: „Царь царей и Господь господствующих"".",2543.8330078125,1191.651611328125,546.68408203125,488.4576110839844,468.8466491699219,296.4435729980469,378.0264587402344,298.1360168457031,290.3868713378906
4899,"Всё в порядке, Лоис.",644.0429077148438,565.5888061523438,312.61376953125,160.4645538330078,99.88053131103516,85.06483459472656,111.43138122558594,94.13148498535156,100.29942321777344
4900,Благословляю.,3355.006103515625,8973.951171875,12298.5107421875,28856.458984375,21656.685546875,8413.8046875,24133.84765625,23051.529296875,21980.634765625
4901,"Вы можете закрыть почтовый клиент, но вы не можете сделать то же со своим боссом.",251.02804565429688,131.9468994140625,125.95162963867188,118.61209869384766,94.3434829711914,84.89998626708984,87.90727996826172,90.00082397460938,98.93988800048828
4902,"и пошлет Ангелов Своих с трубою громогласною, и соберут избранных Его от четырех ветров, от края небес до края их.",3128.838623046875,1557.2919921875,880.8128051757812,779.7606811523438,708.4177856445312,731.787353515625,552.8975219726562,597.20849609375,727.1753540039062
4903,"И точно установлено, что спинномозговые рефлексы можно вызывать у мёртвых. Точнее — не у любых мёртвых, а у тех, у которых ещё бьётся сердце.",1661.5384521484375,921.7318725585938,692.419921875,809.7066040039062,590.4633178710938,595.5928955078125,467.5765075683594,493.90679931640625,461.42822265625
4904,"Эй, подожди!",883.5526123046875,568.9838256835938,469.0228271484375,377.7575988769531,333.3056945800781,274.7128601074219,268.0046691894531,329.2553405761719,331.21661376953125
4905,"Если в субботу принимает человек обрезание, чтобы небыл нарушен закон Моисеев, – на Меня ли негодуете за то, что Я всего человека исцелил в субботу?",920.8585815429688,616.3416137695312,585.9303588867188,613.9246826171875,609.0936889648438,479.2112731933594,617.9412841796875,570.3594360351562,469.9570617675781
4906,"- Расскажите, что произошло.",303.8019104003906,296.5807189941406,165.81295776367188,131.35348510742188,162.88194274902344,125.53514862060547,155.17103576660156,122.90966033935547,135.3502655029297
4907,"И, как следствие, 31 июля 2018 года аналоговое телевизионное вещание прекратилось в Киеве и Кировоградской области, а 31 августа 2018 — прекратится на всей территории Украины.",1212.508544921875,693.5001220703125,433.56842041015625,312.19427490234375,344.32293701171875,286.2803039550781,298.57220458984375,250.08407592773438,234.99813842773438
4908,"И она сказала, что это было как грозовой воздух.",226.93942260742188,263.2585754394531,231.38262939453125,280.7752685546875,261.4617614746094,301.8084716796875,253.38975524902344,285.93896484375,259.92987060546875
4909,Твоё правление окончено.,12469.9267578125,9642.9892578125,6835.830078125,3211.270263671875,6609.02392578125,3387.742919921875,4700.14208984375,2591.50732421875,2538.29345703125
4910,Получить копию файла “Dxdiagn.dll” с Windows XP установить (Он будет находиться в директории System32),2332.03515625,2222.10595703125,1181.19580078125,881.5552368164062,613.4430541992188,546.3945922851562,551.2411499023438,526.2323608398438,461.6929626464844
4911,Потому что мировые проблемы не должны быть реликвией одной семьи.,1271.5904541015625,943.3174438476562,645.3004760742188,560.9620361328125,485.96368408203125,372.00177001953125,371.767333984375,287.96044921875,323.48382568359375
4912,"На этом веб-сайте используются файлы cookie для функциональных, комфортных и статистических целей. Если вы согласны с использованием файлов cookie, нажмите «ОК».",928.034423828125,239.31491088867188,159.80015563964844,126.4757080078125,98.40431213378906,84.11839294433594,70.81478881835938,59.849674224853516,60.65824508666992
4913,- Куда он пошел?,1281.6961669921875,823.8475341796875,214.658447265625,355.6505126953125,397.3158874511719,449.86041259765625,367.4562683105469,444.8672790527344,476.7010803222656
4914,"Всякий верующий, что Иисус есть Христос, от Бога рожден, и всякий, любящий Родившего, любит и Рожденного от Него.",1067.8046875,701.8103637695312,557.268798828125,450.8200378417969,338.6392822265625,327.1899108886719,313.8166198730469,279.7920227050781,242.6035919189453
4915,Я потерял его.,411.707763671875,302.0366516113281,283.6263732910156,174.83175659179688,145.44435119628906,224.57791137695312,195.6899871826172,262.3698425292969,284.0118408203125
4916,"Прости, Господи, ибо я согрешила.",324.2616882324219,288.0143127441406,211.84068298339844,189.4619598388672,142.82373046875,122.76531982421875,130.66046142578125,112.60176849365234,119.60098266601562
4917,"Ибо время начаться суду с дома Божия; если же прежде с нас начнется , то какой конец непокоряющимся Евангелию Божию?",6627.0556640625,4139.82275390625,3228.469482421875,3678.914306640625,2772.091064453125,2491.33447265625,2800.010498046875,2203.743408203125,2074.936279296875
4918,"Мы знаем, что это погрешность измерения, потому что она противоречит моим данным.",310.3585205078125,294.7598876953125,154.08944702148438,160.16526794433594,144.3941192626953,137.71669006347656,117.21339416503906,116.41353607177734,110.81793212890625
4919,"В msn-chats.com мы не некоторые высоко оцененные бесплатные чаты без регистрации требуется, все, что нужно, чтобы присоединиться к нашей",808.5352783203125,513.9869995117188,389.541015625,367.142578125,375.3752136230469,228.821533203125,200.46096801757812,206.53346252441406,180.6660919189453
4920,"Да, всё в порядке.",145.08712768554688,93.24519348144531,43.13157653808594,39.22744369506836,34.01293182373047,29.291215896606445,30.174076080322266,30.147829055786133,29.83930015563965
4921,"В учебных планах, которые существуют сейчас, основой является арифметика и алгебра.",2034.4075927734375,1003.8167724609375,987.4768676757812,895.4762573242188,524.072509765625,867.319580078125,752.255126953125,833.59130859375,868.495361328125
4922,"а вы не так: но кто из вас больше, будь как меньший, и начальствующий – как служащий.",591.7094116210938,417.8206481933594,318.29254150390625,249.1894073486328,271.2915954589844,333.8863220214844,255.90565490722656,343.5201721191406,322.1005554199219
4923,Следующая статьяТренд CF,13094.0810546875,35296.04296875,22789.380859375,12460.84375,7498.38818359375,9568.767578125,8297.2685546875,5583.65966796875,5198.8037109375
4924,- Почему вы так считаете?,1479.72216796875,304.40789794921875,130.4037628173828,249.59552001953125,156.99850463867188,202.18528747558594,149.7158966064453,150.1814422607422,174.89845275878906
4925,"Случилось в те дни, что она занемогла и умерла. Ееомыли и положили в горнице.",856.6119384765625,835.7584228515625,652.7274780273438,669.8650512695312,541.049072265625,665.3262329101562,541.9119873046875,570.004638671875,566.9461059570312
4926,"Вот видео из Lecrae, Эрик Мейсон, и я обсуждали хип-хоп и Евангелие",1928.983154296875,1604.578857421875,922.3777465820312,759.1452026367188,657.7035522460938,547.6011352539062,484.96038818359375,498.9402160644531,467.9217834472656
4927,Я не расстроился.,626.2077026367188,317.1094055175781,407.71392822265625,521.583740234375,444.9171142578125,407.86053466796875,483.6844482421875,527.1954956054688,600.7332153320312
4928,Он испытал этот опыт.,1728.3115234375,1750.779296875,1027.5877685546875,972.8268432617188,1423.9661865234375,923.4286499023438,885.3399047851562,898.4453125,830.9713134765625
4929,"Мы листинг 5 Самые красивые леса в Европе как раз вовремя для праздничного сезона праздников! Квинтэссенция праздника пристанище для большинства любителей путешествий находится пляж. Но Европа имеет намного больше, чем на берегу, чтобы исследовать. Присоединяйтесь к нам, мы берем топать вокруг некоторых…",1579.15478515625,1396.0794677734375,923.5202026367188,979.297119140625,750.939453125,625.7115478515625,613.8260498046875,459.502197265625,522.3446044921875
4930,Не стреляйте в него!,2336.3447265625,2442.618896484375,612.0040893554688,981.9601440429688,438.5060119628906,356.3809814453125,309.60498046875,244.9434051513672,272.0652770996094
4931,"Встав же в синедрионе, некто фарисей, именем Гамалиил, законоучитель, уважаемый всем народом, приказал вывести Апостолов на короткое время,",2653.310791015625,1734.8436279296875,1444.12939453125,1101.221435546875,1243.2432861328125,1204.229248046875,1188.14794921875,1186.0372314453125,1171.3533935546875
4932,Ниже вы можете увидеть простое доказательство:,3930.6865234375,3060.494873046875,1258.7706298828125,1256.5206298828125,781.1815795898438,932.5524291992188,757.6397094726562,715.9697875976562,647.8981323242188
4933,Ты хорошо подумал? Я ведь и тебя могу отправить.,1101.5128173828125,760.8720703125,855.8117065429688,565.1687622070312,436.286865234375,609.8373413085938,698.2603759765625,630.5270385742188,604.6983642578125
4934,Это моя реплика.,1503.623046875,1193.2237548828125,730.540283203125,356.77667236328125,756.6663818359375,555.5476684570312,448.098876953125,624.2542724609375,584.6574096679688
4935,➥ Затем в SSID Box написать NetVN_2.4G и NetVN_5G и нажмите на кнопку Применить изменения.,2052.25048828125,805.0033569335938,1290.25634765625,878.005859375,686.2070922851562,584.4597778320312,684.1494140625,526.4137573242188,597.4166870117188
4936,Я люблю их.,699.5291137695312,146.91159057617188,151.70391845703125,111.63688659667969,116.7230224609375,155.69659423828125,150.37771606445312,173.2258758544922,169.5392303466797
4937,"И вы – тело Христово, а порознь – члены.",2842.650634765625,3120.286376953125,1779.7642822265625,870.06298828125,843.3728637695312,943.3318481445312,704.4308471679688,738.5657348632812,827.18359375
4938,"И привели осленка к Иисусу, и возложили на него одежды свои; Иисус сел на него.",704.1517944335938,307.2149353027344,237.6454620361328,158.60415649414062,146.85513305664062,142.3306427001953,122.39848327636719,117.62873840332031,108.00727081298828
4939,"(Смех) Я взглянула на неё и сказала что-то, что в то время казалось немного трагичным, но оказалось более пророческим, нежели трагичным. Я сказала:",530.4908447265625,199.3920135498047,110.97430419921875,113.58474731445312,106.33916473388672,75.20896911621094,56.50590133666992,55.64007568359375,57.089195251464844
4940,"Сказываю вам: в ту ночь будут двое на одной постели: один возьмется, а другой оставится;",1364.271240234375,948.6541748046875,559.078369140625,516.6683959960938,550.161376953125,283.0899658203125,268.4995422363281,270.8350830078125,190.66407775878906
4941,"Иисус , отведя его в сторону от народа, вложилперсты Свои в уши ему и, плюнув, коснулся языка его;",2000.631591796875,1193.942138671875,822.955078125,1065.9609375,1019.3927612304688,981.4634399414062,1079.9676513671875,996.0525512695312,805.431884765625
4942,Послала подальше.,1758.10205078125,2052.67919921875,3917.110107421875,5167.8642578125,4610.48583984375,3254.26220703125,6523.677734375,5143.69775390625,8132.87451171875
4943,Эта штука просто не работала.,2300.747314453125,994.8174438476562,706.8683471679688,576.0607299804688,518.3802490234375,436.0901184082031,406.5202331542969,361.79144287109375,417.38714599609375
4944,как это произошло.,632.342041015625,328.017333984375,353.6774597167969,240.66790771484375,422.9050598144531,323.0882568359375,524.1969604492188,463.37554931640625,500.2528381347656
4945,Нам нужно разлучить их.,2205.995361328125,719.544921875,284.8451232910156,315.6103820800781,256.14495849609375,254.61593627929688,221.66249084472656,233.40419006347656,212.80816650390625
4946,"По вопросам заказа и покупки, Вы можете обратиться к нам:",572.7116088867188,302.67144775390625,207.73281860351562,215.84844970703125,156.51510620117188,197.68408203125,172.10557556152344,176.09814453125,171.90576171875
4947,"«Нет, суперпружины Мистера Гаджета!»",5112.21337890625,8905.6181640625,5912.17822265625,9449.2119140625,4674.85302734375,5733.65234375,4919.06396484375,3923.207763671875,4587.6435546875
4948,Будь осторожна.,35286.41796875,7877.1748046875,3960.89208984375,1302.381591796875,966.6993408203125,262.5613098144531,741.2096557617188,958.6944580078125,875.009521484375
4949,"Итак бодрствуйте, ибо не знаете, когда придет хозяин дома: вечером, или в полночь, или в пение петухов, или поутру;",843.1942749023438,717.054931640625,415.23626708984375,521.4349975585938,419.407958984375,324.4674072265625,256.864990234375,271.97393798828125,291.1913757324219
4950,В 1998 году я потеряла свою репутацию и чувство собственного достоинства.,1013.4758911132812,737.8441162109375,401.5341796875,215.64642333984375,227.41041564941406,204.05030822753906,146.47698974609375,159.5166473388672,144.54933166503906
4951,А ты почему не спишь?,728.3201293945312,323.6137390136719,334.6512145996094,255.69879150390625,249.50840759277344,207.31423950195312,214.32327270507812,161.6712646484375,136.1890411376953
4952,"Skype позволяет своим клиентам многочисленные способы оплаты подписки, включая Visa, Мастер карты, JCB, PayPal, Розничная торговля, Apple, In-App Purchase, Американский экспресс, Western Union и многие другие",2841.924072265625,930.0691528320312,625.2095947265625,451.5786437988281,345.0931396484375,297.6661071777344,264.5040588378906,218.91078186035156,159.3433837890625
4953,Кто здесь главный?,2077.43896484375,3795.31201171875,844.7266845703125,2737.44091796875,2171.830810546875,673.1091918945312,479.2261047363281,630.1714477539062,377.730224609375
4954,Мне нужно с ним поговорить.,190.98153686523438,144.5389862060547,48.52725601196289,38.54159164428711,38.2486686706543,36.80467987060547,34.894927978515625,37.376991271972656,36.060245513916016
4955,"(Аплодисменты) Я думаю, всё сводится к одному. Эл Гор недавно читал лекцию об экологии и революции, которая была спровоцирована Рейчел Карсон.",1985.6693115234375,812.4060668945312,340.3490905761719,349.5768127441406,268.48150634765625,270.4351501464844,232.15457153320312,260.91473388671875,214.54312133789062
4956,"Если кто говорит на незнакомом языке, говорите двое, или много трое, и то порознь, а один изъясняй.",1428.7366943359375,1011.7930908203125,535.029541015625,491.29693603515625,415.6180114746094,407.7920837402344,332.0970153808594,344.5824279785156,359.5188293457031
4957,"Разумей, что я говорю. Да даст тебе Господь разумение во всем.",323.96295166015625,356.99090576171875,236.4576873779297,213.0517578125,196.6647186279297,254.63841247558594,180.24049377441406,190.4921417236328,175.06283569335938
4958,"И ныне прошу тебя, госпожа, не как новую заповедь предписывая тебе, но ту, которую имеем от начала, чтобы мы любили друг друга.",735.0783081054688,513.93408203125,454.4466552734375,407.28973388671875,359.5382080078125,338.2176208496094,307.04449462890625,361.81182861328125,328.6412353515625
4959,Выметайтесь нахуй!,10400.12109375,5642.80126953125,6903.294921875,3458.49609375,11534.51171875,9493.0634765625,6542.10693359375,4139.748046875,5196.80126953125
4960,Воздействие на мои органы чувств воспринималось как боль.,5950.1611328125,3781.54296875,3441.1513671875,2207.700927734375,1602.7750244140625,1488.3214111328125,2229.2216796875,1007.7057495117188,930.7466430664062
4961,15% скидка на все товары от NewChic,836.8379516601562,491.92327880859375,120.2124252319336,126.96896362304688,94.40604400634766,158.7262725830078,133.56700134277344,125.57490539550781,124.34554290771484
4962,"Подъездная Yol Трескать? Beton kimi səthi, tez və asan",3382.16796875,2664.3359375,1885.365966796875,1859.428955078125,1615.8973388671875,1350.7381591796875,1761.3712158203125,1174.3560791015625,1400.16015625
4963,"Корпоративными услугами «Триколор ТВ» в числе прочих пользуются «Газпром», «Роснефть», «Росатом», «Лаборатория Касперского», банк ВТБ 24, министерства культуры и иностранных дел России. Успех в корпоративном сегменте рынка оператор связывает с запуском новых услуг и пакетов телеканалов для B2B-клиентов в 2017 году.",2766.861572265625,1009.5448608398438,631.8389892578125,549.683837890625,423.4024353027344,419.68804931640625,353.29229736328125,294.9936828613281,259.58319091796875
4964,"которого я и послал к вам для того самого, чтобы выузнали о нас и чтобы он утешил сердца ваши.",775.4547119140625,439.4343566894531,271.906494140625,252.17404174804688,239.85494995117188,177.99560546875,192.65582275390625,156.34571838378906,162.59506225585938
4965,"← Plantronics BackBeat Pro 2 – Обзор Amazon Огонь TV Stick Обзор: дешево, Большой телевизор Streaming устройств →",6245.546875,5918.29931640625,3992.88671875,6327.70703125,4017.2822265625,3339.1513671875,3219.5068359375,2961.396728515625,2984.3515625
4966,Что после смерти?,1273.3486328125,697.2685546875,422.0714416503906,567.1300048828125,290.4640197753906,273.49017333984375,435.6812744140625,337.06195068359375,338.8662414550781
4967,"Он, увидев Петра и Иоанна перед входом в храм, просил у них милостыни.",2103.914794921875,1269.0069580078125,1136.126953125,1081.8701171875,720.8616333007812,531.282958984375,555.550048828125,527.2113647460938,529.86669921875
4968,"Комментируя финансовые результаты полугодия, исполнительный директор Eutelsat Родольфе Бельмер сказал, что они совпали с ожиданиями компании. «Мы обеспечили 8% роста свободного денежного потока в постоянной валюте, который поддержало эффективное сдерживание капитальных вложений», — отметил он.",3415.749755859375,2146.283447265625,1418.479736328125,929.9454345703125,1011.7409057617188,707.4867553710938,698.281005859375,528.5333251953125,538.2385864257812
4969,Доставка и возврат,4216.1259765625,1790.064453125,1074.3558349609375,1113.5738525390625,516.2583618164062,543.4612426757812,612.6397094726562,529.6873168945312,498.2317199707031
4970,- За углом.,822.325439453125,1000.800537109375,834.2139892578125,1457.5872802734375,1604.1236572265625,1644.3905029296875,869.9306640625,977.5074462890625,1265.17333984375
4971,- Я впечатлена.,2527.346435546875,1266.4407958984375,534.81298828125,959.3223266601562,1070.7486572265625,1202.397705078125,837.576904296875,1120.3662109375,1193.94775390625
